id,mssv,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh2,tinhtrang,diachi_tinhtp,namkhoahoc
8834.0,7172DA6AXPvAibaEXe/7sxkigC7f5wMwNthRuYE0,1995.0,1.0, TP. Hồ Chí Minh, KTMT2013, KTMT, CQUI,8, D520214,3.0, Thành phố Hồ Chí Minh,2013
8835.0,B537A376XPvAibaEXe/7sxkigC7f5/wIjwcjrv6/,1995.0,1.0, Đồng Nai, KHMT0001, KHMT, CQUI,8, D480101,3.0, Tỉnh Đồng Nai,2013
8836.0,4F405B4CXPvAibaEXe/7sxkigC7f5+CSJR/5yXnW,1995.0,1.0, Bình Thuận, KHMT2013, KHMT, CQUI,8, D480101,5.0, Thành phố Hồ Chí Minh,2013
8837.0,A2CE0ED3XPvAibaEXe/7sxkigC7f54ExmsxGxStu,1995.0,1.0, Lâm Đồng, MMTT2013, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Lâm Đồng,2013
8838.0,E23E02E0XPvAibaEXe/7sxkigC7f53B3wPQdgffe,1995.0,1.0, Quảng Nam, MMTT0001, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Quảng Nam,2013
8839.0,F0C15C4CXPvAibaEXe/7sxkigC7f5yQxLj4lTYh9,1995.0,1.0, Quảng Trị, KTPM2013, CNPM, CQUI,8, D480103,3.0, Thành phố Hồ Chí Minh,2013
8840.0,6414F481XPvAibaEXe/7sxkigC7f53KmBMGfVHCX,1995.0,1.0, Tây Ninh, MMTT0001, MMT&TT, CQUI,8, D480102,5.0, Tỉnh Tây Ninh,2013
8841.0,2CD84F03XPvAibaEXe/yXiKgsgy0sqvjGOUMoCuB,1995.0,1.0, An Giang, KTMT0001, KTMT, CQUI,8, D520214,3.0, Tỉnh An Giang,2013
8842.0,54D69FFDXPvAibaEXe/yXiKgsgy0siFts6rWcAMw,1995.0,1.0, Long An, CNTT2013, KTTT, CQUI,8, D480201,5.0, Tỉnh Long An,2013
8843.0,C168DB77XPvAibaEXe/yXiKgsgy0soK5ilvB8bxK,1995.0,1.0, TP. Hồ Chí Minh, HTTT2013, HTTT, CQUI,8, D480104,5.0, Thành phố Hồ Chí Minh,2013
8844.0,ED8B6FDAXPvAibaEXe/yXiKgsgy0sshZGK4jNu7q,1995.0,1.0, TP. Hồ Chí Minh, KTPM2013, CNPM, CQUI,8, D480103,5.0, Thành phố Hồ Chí Minh,2013
8846.0,D0FE4969XPvAibaEXe/yXiKgsgy0slCmJ5EKt6Ki,1995.0,1.0, Phú Yên, KHMT2013, KHMT, CQUI,8, D480101,3.0, Tỉnh Phú Yên,2013
8847.0,E58BFA64XPvAibaEXe/yXiKgsgy0srr6CC9xJpMl,1995.0,1.0, Sông Bé, MMTT0001, MMT&TT, CQUI,8, D480102,8.0, Tỉnh Bình Dương,2013
8848.0,7DAA3A24XPvAibaEXe/yXiKgsgy0sgL7cQHTs8nm,1992.0,1.0, Gia Lai, KHMT2013, KHMT, CQUI,8, D480101,5.0, Tỉnh Gia Lai,2013
8849.0,270990B2XPvAibaEXe/yXiKgsgy0ssIlT09WGo+h,1995.0,1.0, Tiền Giang, KTPM2013, CNPM, CQUI,8, D480103,3.0, Tỉnh Tiền Giang,2013
8850.0,ED5A19E5XPvAibaEXe/yXiKgsgy0sj0LTvQXzl31,1995.0,1.0, Thành phố Hồ Chí Minh, KTPM0001, CNPM, CQUI,8, D480103,3.0, Thành phố Hồ Chí Minh,2013
8851.0,88B5A902XPvAibaEXe+sfU1lcH9y338xbMicVpbJ,1995.0,1.0, Đồng Tháp, KTPM0001, CNPM, CQUI,8, D480103,3.0, Huyện Cao Lãnh,2013
8852.0,D76BAB82XPvAibaEXe+sfU1lcH9y38iOPNn1vZ72,1995.0,1.0, Thành phố Đà Nẵng, KTMT2013, KTMT, CQUI,8, D520214,3.0, Thành phố Đà Nẵng,2013
8853.0,134B0E11XPvAibaEXe+sfU1lcH9y3wqzt5gIecFn,1995.0,1.0, TP. Hồ Chí Minh, TMĐT2013, HTTT, CQUI,8, D52480104,3.0, Thành phố Hồ Chí Minh,2013
8854.0,BEF82D76XPvAibaEXe+sfU1lcH9y35HnL8Rbs6ER,1995.0,1.0, Bình Thuận, KHMT0001, KHMT, CQUI,8, D480101,8.0, Tỉnh Bình Thuận,2013
8855.0,AD5F09C2XPvAibaEXe+sfU1lcH9y3wY+PST0Mdf9,1995.0,1.0, Khánh Hoà, HTTT0001, HTTT, CQUI,8, D480104,5.0, Tỉnh Khánh Hòa,2013
8856.0,F4A91DBBXPvAibaEXe+sfU1lcH9y3z7zlCD2CO7V,1995.0,1.0, Sông Bé, KTPM0001, CNPM, CQUI,8, D480103,8.0, Huyện Đồng Phú,2013
8857.0,06C6AAD0XPvAibaEXe+sfU1lcH9y3zgRyMrp1zMy,1995.0,1.0, Ninh Bình, KTPM2013, CNPM, CQUI,8, D480103,3.0, Phường Long Bình,2013
8858.0,74C4AA33XPvAibaEXe+sfU1lcH9y32xbAk18RvcL,1995.0,1.0, Đăk Lăk, MMTT2013, MMT&TT, CQUI,8, D480102,5.0, Tỉnh Đắk Lắk,2013
8859.0,EF14B804XPvAibaEXe+sfU1lcH9y3xWTa18hz849,1995.0,1.0, TP. Hồ Chí Minh, KHMT2013, KHMT, CQUI,8, D480101,3.0, Thành phố Hồ Chí Minh,2013
8860.0,803EF892XPvAibaEXe+sfU1lcH9y3yNwe+gW9F93,1995.0,1.0, TP. Hồ Chí Minh, KTMT0001, KTMT, CQUI,8, D520214,5.0, Thành phố Hồ Chí Minh,2013
8861.0,8C62C740XPvAibaEXe+LLvbxzunmJJqo+YWvKzjW,1995.0,1.0, TP. Hồ Chí Minh, KHMT2013, KHMT, CQUI,8, D480101,5.0, Thành phố Hồ Chí Minh,2013
8862.0,088350C2XPvAibaEXe+LLvbxzunmJHB3BF9TCyq/,1995.0,1.0, TP. Hồ Chí Minh, KTMT2013, KTMT, CQUI,8, D520214,5.0, Thành phố Hồ Chí Minh,2013
8863.0,80E552E4XPvAibaEXe+LLvbxzunmJKfwH0Ij28RY,1995.0,1.0, Thừa Thiên Huế, HTTT0001, HTTT, CQUI,8, D52480104,3.0, Tỉnh Bà Rịa - Vũng Tàu,2013
8864.0,670817FEXPvAibaEXe+LLvbxzunmJKKt4KdkWwgm,1995.0,1.0, Bình Thuận, KHMT0001, KHMT, CQUI,8, D480101,3.0, Tỉnh Bình Thuận,2013
8865.0,1F285928XPvAibaEXe+LLvbxzunmJI/aRkmjtjs5,1995.0,1.0, Tiền Giang, HTTT0001, HTTT, CQUI,8, D480104,3.0, Tỉnh Tiền Giang,2013
8866.0,586F0A4CXPvAibaEXe+LLvbxzunmJL51nTie4Ve7,1995.0,1.0, Bình Định, CNTT0001, KTTT, CQUI,8, D480201,8.0, Tỉnh Bình Định,2013
8869.0,6CDA0ED7XPvAibaEXe+BHZkA9XgGXSS4BHzShGje,1995.0,1.0, Khánh Hoà, ANTN2013, MMT&TT, CQUI,8, D480299,3.0, Tỉnh Khánh Hoà,2013
8870.0,B7C41EBEXPvAibaEXe+BHZkA9XgGXTrDrXbwesL+,1995.0,1.0, Thừa Thiên Huế, HTTT2013, HTTT, CQUI,8, D480104,5.0, Tỉnh Bình Phước,2013
8871.0,AC1D5CB1XPvAibaEXe+BHZkA9XgGXbBgkPwySdH1,1995.0,1.0, Quảng Ngãi, KHTN2013, KHMT, CNTN,8, D480101,3.0, Tỉnh Quảng Ngãi,2013
8872.0,EDD0F071XPvAibaEXe+BHZkA9XgGXcEipjLDOZCD,1995.0,1.0, Kon Tum, ANTN2013, MMT&TT, CQUI,8, D480299,3.0, Thành phố Kon Tum,2013
8874.0,2F1A883FXPvAibaEXe+BHZkA9XgGXZbGp7e/YjsD,1995.0,1.0, TP. Hồ Chí Minh, MMTT0001, MMT&TT, CQUI,8, D480102,3.0, Thành phố Hồ Chí Minh,2013
8875.0,2E9367B1XPvAibaEXe+BHZkA9XgGXaNKZYzSXqCT,1995.0,1.0, Lâm Đồng, KTPM0001, CNPM, CQUI,8, D480103,8.0, Tỉnh Lâm Đồng,2013
8876.0,7D0210B1XPvAibaEXe+BHZkA9XgGXfSR6oJo/Es3,1995.0,1.0, Bình Thuận, KTMT0001, KTMT, CQUI,8, D520214,3.0, Tỉnh Bình Thuận,2013
8877.0,40E6B6E5XPvAibaEXe+BHZkA9XgGXRJzAFhTNzBm,1995.0,1.0, Kiên Giang, KHMT0001, KHMT, CQUI,8, D480101,5.0, Tỉnh Kiên Giang,2013
8878.0,3F25F0F3XPvAibaEXe+fmxcqgvribINZVn1ZCwDg,1995.0,1.0, Khánh Hòa, MMTT0001, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Khánh Hòa,2013
8880.0,2F29CC38XPvAibaEXe+fmxcqgvribAkqe1pU/1Fv,1992.0,1.0, Bến Tre, KHMT0001, KHMT, CQUI,8, D480101,8.0, Tỉnh Bến Tre,2013
8881.0,0B468FE1XPvAibaEXe+fmxcqgvribL7shgQ1FhJv,1995.0,1.0, Tiền Giang, KTPM0001, CNPM, CQUI,8, D480103,3.0, Tỉnh Tiền Giang,2013
8882.0,5C414DDBXPvAibaEXe+fmxcqgvribFniUqUd9qFs,1995.0,1.0, Long An, ANTT2013, MMT&TT, CQUI,8, D480201,5.0, Huyện Châu Thành,2013
8883.0,00046394XPvAibaEXe+fmxcqgvribEcT4YmJhSFD,1995.0,1.0, Tiền Giang, KTMT0001, KTMT, CQUI,8, D520214,3.0, Tỉnh Tiền Giang,2013
8884.0,EBC8A649XPvAibaEXe+fmxcqgvribIboSP1ToKmG,1995.0,1.0, TP. Hồ Chí Minh, HTTT2013, HTTT, CQUI,8, D480104,3.0, Thành phố Hồ Chí Minh,2013
8885.0,869C382DXPvAibaEXe+6MN9FoW2mqQya+xnXT/o1,1995.0,1.0, Đồng Nai, MMTT0001, MMT&TT, CQUI,8, D480201,5.0, Tình Đồng Nai,2013
8886.0,94D1D345XPvAibaEXe+6MN9FoW2mqZpaMjNRFo2O,1995.0,1.0, Quảng Ngãi, KHMT2013, KHMT, CQUI,8, D480101,5.0, Thành phố Hồ Chí Minh,2013
8887.0,BAD275EDXPvAibaEXe+6MN9FoW2mqadHvO5K6fIQ,1995.0,1.0, Sông Bé, KHMT2013, KHMT, CQUI,8, D480101,5.0, Tỉnh Bình Phước,2013
8888.0,7901D3A9XPvAibaEXe+6MN9FoW2mqYEmruXXBNsS,1995.0,1.0, Quảng Ngãi, HTTT0001, HTTT, CQUI,8, D480104,5.0, Tình Quảng Ngãi,2013
8889.0,12CBCF73XPvAibaEXe+6MN9FoW2mqRI6OEYJZOYH,1995.0,1.0, Đăk Lăk, KTPM0001, CNPM, CQUI,8, D480103,3.0, Tỉnh Đắk Lắk,2013
8890.0,1A02C0E5XPvAibaEXe+6MN9FoW2mqWSZtPzhDj4Y,1995.0,1.0, Long An, KHMT2013, KHMT, CQUI,8, D480101,5.0, Thành phố Hồ Chí Minh,2013
8891.0,07604F47XPvAibaEXe+6MN9FoW2mqQgwnVqNRjxt,1995.0,1.0, Ninh Thuận, MMTT0001, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Ninh Thuận,2013
8892.0,FFE9E452XPvAibaEXe+6MN9FoW2mqXtx1lMTF9+D,1995.0,1.0, Sóc Trăng, ANTN2013, MMT&TT, CQUI,8, D480299,3.0, Tỉnh Sóc Trăng,2013
8893.0,D367637EXPvAibaEXe+6MN9FoW2mqYPK/ixWMAwA,1995.0,1.0, Gia Lai, KHMT0001, KHMT, CQUI,8, D480101,8.0, Tỉnh Gia Lai,2013
8894.0,8FAA301EXPvAibaEXe/+PcSgI7YkecbF3wQdfAL2,1995.0,1.0, Khánh Hòa, KTMT0001, KTMT, CQUI,8, D520214,8.0, Tỉnh Khánh Hòa,2013
8896.0,D164AD41XPvAibaEXe/+PcSgI7YkeRGJU4dHMEgp,1995.0,1.0, Gia Lai, MMTT0001, MMT&TT, CQUI,8, D480201,5.0, Tỉnh Gia Lai,2013
8897.0,06BFA130XPvAibaEXe/+PcSgI7YkeSntP5em9h+w,1995.0,1.0, TP. Hồ Chí Minh, KTPM0001, CNPM, CQUI,8, D480103,3.0, Phường Long Trường,2013
8898.0,6DCCEA04XPvAibaEXe/+PcSgI7YkeTfztD9kDzr/,1994.0,1.0, Quảng Nam, KHMT2013, KHMT, CQUI,8, D480101,5.0, Tỉnh Quảng Nam,2013
8899.0,536C59C2XPvAibaEXe/+PcSgI7Ykee6trduSCKeW,1995.0,1.0, TP. Hồ Chí Minh, KTPM0001, CNPM, CQUI,8, D480103,5.0, Thành phố Hồ Chí Minh,2013
8900.0,8FAD154EXPvAibaEXe/+PcSgI7YkeblbcDooRbEg,1995.0,1.0, Đồng Nai, HTTT0001, HTTT, CQUI,8, D52480104,8.0, Tỉnh Đồng Nai,2013
8901.0,4707347EXPvAibaEXe/+PcSgI7YkecOZAi0yiuvx,1995.0,1.0, Thái Bình, PMCL2013, CNPM, CLC,8, D480103,5.0, Tỉnh Thái Bình,2013
8902.0,A9928B90XPvAibaEXe/+PcSgI7YkeTHdHkcRGsaJ,1994.0,1.0, Hà Nam, MMTT2013, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Hà Nam,2013
8904.0,712A8C08XPvAibaEXe8ooYk4mkUGmHQPU9HwABud,1995.0,1.0, Khánh Hoà, KTPM0001, CNPM, CLC,8, D480103,3.0, Tỉnh Khánh Hoà,2013
8905.0,5907F3FBXPvAibaEXe8ooYk4mkUGmFUd0afmTIV2,1995.0,1.0, Bình Thuận, MMTT0001, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Bình Thuận,2013
8906.0,702D2CF3XPvAibaEXe8ooYk4mkUGmA64Z/iLP3mB,1994.0,1.0, Cà Mau, ANTN2013, MMT&TT, KSTN,8, D480299,3.0, Huyện Cái Nước,2013
8908.0,055BC8B6XPvAibaEXe8ooYk4mkUGmEtvnAf/k5xO,1995.0,1.0, Quảng Nam, KHMT0001, KHMT, CQUI,8, D480101,3.0, Tỉnh Quảng Nam,2013
8909.0,2F247262XPvAibaEXe8ooYk4mkUGmHi9xjh/zG8m,1995.0,1.0, Bà Rịa - Vũng Tàu, KHMT0001, KHMT, CQUI,8, D480101,3.0, Tỉnh Bà Rịa - Vũng Tàu,2013
8910.0,68E760BFXPvAibaEXe8ooYk4mkUGmPtFJ8yRjfYR,1995.0,1.0, TP. Hồ Chí Minh, CNTT2013, KTTT, CQUI,8, D480201,3.0, Quận Tân Phú,2013
8911.0,3E8BEBA4XPvAibaEXe8ooYk4mkUGmLmviNJ02P9C,1995.0,1.0, Tây Ninh, HTTT0001, HTTT, CTTT,8, D480104,8.0, Thành phố Hồ Chí Minh,2013
8912.0,2684ACC5XPvAibaEXe8ooYk4mkUGmHAqCSzIJiAb,1995.0,1.0, Đồng Nai, KTPM0001, CNPM, CQUI,8, D480103,3.0, Tình Đồng Nai,2013
8913.0,C6D87955XPvAibaEXe8ooYk4mkUGmC0EOMKX8NpL,1994.0,1.0, Đắk Lắk, KTMT0001, KTMT, CQUI,8, D520214,8.0, Tỉnh Đắk Lắk,2013
8914.0,78C9EA49XPvAibaEXe+vL6q6thZ0NhALeRXc2ArA,1995.0,1.0, Bình Định, KTPM2013, CNPM, CQUI,8, D480103,3.0, Huyện Hoài Nhơn,2013
8916.0,9164BFFEXPvAibaEXe+vL6q6thZ0NrH0BwM08sWH,1995.0,1.0, Thừa Thiên Huế, KTPM2013, CNPM, CQUI,8, D480103,5.0, Tỉnh Thừa Thiên Huế,2013
8917.0,72CEA909XPvAibaEXe+vL6q6thZ0NkWLVg2Q6x2D,1995.0,1.0, Bình Định, KTPM0001, CNPM, CQUI,8, D480103,3.0, Tỉnh Bình Định,2013
8918.0,2228C44BXPvAibaEXe+vL6q6thZ0NpZHB2a6uthQ,1995.0,1.0, Phú Yên, KTPM2013, CNPM, CQUI,8, D480103,3.0, Tỉnh Phú Yên,2013
8919.0,DEE53B1AXPvAibaEXe+vL6q6thZ0Nu5juVpB1ljH,1995.0,1.0, Sông Bé, CNTT2013, KTTT, CQUI,8, D480201,3.0, Tỉnh Bình Dương,2013
8921.0,2601F969XPvAibaEXe+vL6q6thZ0NorUQsvd9KWl,1995.0,1.0, Đồng Nai, KHMT2013, KHMT, CQUI,8, D480101,5.0, Tỉnh Đồng Nai,2013
8922.0,8066FACDXPvAibaEXe+vL6q6thZ0NqMsVHCr8Wd5,1995.0,1.0, Đồng Nai, KTPM0001, CNPM, CQUI,8, D480103,3.0, Thành phố Biên Hòa,2013
8924.0,9B2F7CECXPvAibaEXe+UdHzq6I3zLTsU/1RpX7B3,1995.0,1.0, Đăk Lăk, KTPM2013, CNPM, CQUI,8, D480103,5.0, Tỉnh Đắk Lắk,2013
8925.0,44CC1F28XPvAibaEXe+UdHzq6I3zLSROqMrw2dI+,1995.0,1.0, Bà Rịa - Vũng Tàu, HTTT2013, HTTT, CQUI,8, D480104,5.0, Tỉnh Bà Rịa - Vũng Tàu,2013
8926.0,8DC6EBA8XPvAibaEXe+UdHzq6I3zLfwEWSlT5/E/,1995.0,1.0, Thành phố Hồ Chí Minh, HTTT0001, HTTT, CQUI,8, D52480104,3.0, Thành phố Hồ Chí Minh,2013
8928.0,501D7B8DXPvAibaEXe+UdHzq6I3zLeTyswAMFZzS,1995.0,1.0, Bình Định, HTTT2013, HTTT, CQUI,8, D480104,5.0, Tỉnh Bình Định,2013
8929.0,320B887AXPvAibaEXe+UdHzq6I3zLfdLeFbIOUbf,1995.0,1.0, Khánh Hoà, KTPM2013, CNPM, CQUI,8, D480103,3.0, Tỉnh Khánh Hoà,2013
8930.0,4AC9F9E4XPvAibaEXe+UdHzq6I3zLQSsBHPvoJtf,1995.0,1.0, Bình Thuận, KTMT2013, KTMT, CQUI,8, D520214,3.0, Tỉnh Bình Thuận,2013
8932.0,2CE33A2EXPvAibaEXe+UdHzq6I3zLR6F2C3jS/1u,1995.0,1.0, Lâm Đồng, MMTT2013, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Lâm Đồng,2013
8933.0,E1F9F646XPvAibaEXe+UdHzq6I3zLT1fBP9YP5cR,1995.0,1.0, Đăk Lăk, HTTT2013, HTTT, CQUI,8, D480104,5.0, Tỉnh Hà Tĩnh,2013
8936.0,FE7E4CC2XPvAibaEXe8wMpKQnQ7j6Ih9R01KveHG,1995.0,1.0, Bến Tre, MMTT0001, MMT&TT, CQUI,8, D480299,8.0, Tỉnh Bến Tre,2013
8937.0,4DE94F90XPvAibaEXe8wMpKQnQ7j6HMlGtDAS6Rl,1994.0,1.0, Kiên Giang, CNTT0001, KTTT, CQUI,8, D480201,3.0, Huyện Tân Hiệp,2013
8938.0,639ECEE5XPvAibaEXe8wMpKQnQ7j6I/wuWdLE4Gg,1995.0,1.0, Sông Bé, MMTT2013, MMT&TT, CQUI,8, D480102,5.0, Tỉnh Bình Phước,2013
8939.0,89E25558XPvAibaEXe8wMpKQnQ7j6PDXTmeMiVTw,1995.0,1.0, TP. Hồ Chí Minh, KTPM2013, CNPM, CQUI,8, D480103,5.0, Thành phố Hồ Chí Minh,2013
8940.0,5688EF7BXPvAibaEXe8wMpKQnQ7j6N3au2DJ/ayN,1994.0,1.0, Hà Tĩnh, KHMT2013, KHMT, CQUI,8, D480101,3.0, Tỉnh Đắk Lắk,2013
8941.0,53BD35B7XPvAibaEXe8wMpKQnQ7j6BmKJsrjnKQb,1995.0,1.0, Bình Định, KTMT0001, KTMT, CQUI,8, D520214,8.0, Tỉnh Bình Thuận,2013
8942.0,B07DB2D5XPvAibaEXe8wMpKQnQ7j6PeL0JGTuD9x,1995.0,1.0, TP. Hồ Chí Minh, MMTT2013, MMT&TT, CQUI,8, D480102,3.0, Quận Thủ Đức,2013
8943.0,E40BE770XPvAibaEXe8wMpKQnQ7j6FCNcAxuNF2I,1995.0,1.0, Sông Bé, KHMT0001, KHMT, CQUI,8, D480101,5.0, Tỉnh Bình Phước,2013
8944.0,6668D44AXPvAibaEXe99GOtI/HwJhanR/t567SdC,1995.0,1.0, Phú Yên, CNTT2013, KTTT, CQUI,8, D480201,3.0, Huyện Phú Hoà,2013
8945.0,073017B5XPvAibaEXe99GOtI/HwJhbPV+ZJNjoLY,1995.0,1.0, Bình Thuận, HTTT0001, HTTT, CQUI,8, D52480104,3.0, Tỉnh Bình Thuận,2013
8946.0,8768F8C6XPvAibaEXe99GOtI/HwJhbjQYtWWcC2q,1995.0,1.0, Long An, MMTT2013, MMT&TT, CQUI,8, D480102,5.0, Tỉnh Long An,2013
8947.0,A465B59BXPvAibaEXe99GOtI/HwJhTcVZiHi+eIc,1995.0,1.0, Bà Rịa - Vũng Tàu, MMTT0001, MMT&TT, CQUI,8, D480299,3.0, Tỉnh Bà Rịa - Vũng Tàu,2013
8948.0,76BBD44BXPvAibaEXe99GOtI/HwJhfnsANkwbGH8,1995.0,1.0, TP. Hồ Chí Minh, CNTT2013, KTTT, CQUI,8, D480201,5.0, Thành phố Hồ Chí Minh,2013
8949.0,58DEC626XPvAibaEXe99GOtI/HwJhc7sNQN4+/Pa,1995.0,1.0, Quảng Ngãi, KHMT2013, KHMT, CQUI,8, D480101,3.0, Tỉnh Quảng Ngãi,2013
8952.0,EBB79892XPvAibaEXe99GOtI/HwJhdMd8xeZ4JnD,1995.0,1.0, Sông Bé, MMTT0001, MMT&TT, CQUI,8, D480299,3.0, Huyện Chơn Thành,2013
8953.0,A64F2D22XPvAibaEXe99GOtI/HwJhVKeP4xqNblh,1992.0,1.0, Đăk Lăk, MMTT2013, MMT&TT, CQUI,8, D480102,5.0, Thành phố Hồ Chí Minh,2013
8954.0,149BDD84XPvAibaEXe9CtFSNMbfIz6gM1EejySf8,1995.0,1.0, Long An, MMTT0001, MMT&TT, CQUI,8, D480299,3.0, Tỉnh Long An,2013
8955.0,3E709F5DXPvAibaEXe9CtFSNMbfIzx524w+bBj/E,1995.0,1.0, Đồng Nai, KTPM0001, CNPM, CQUI,8, D480103,8.0, Tỉnh Đồng Nai,2013
8956.0,C9D228D3XPvAibaEXe9CtFSNMbfIz5anWOr7fOCK,1995.0,1.0, Đồng Nai, MMTT0001, MMT&TT, CQUI,8, D480102,3.0, Huyện Định Quán,2013
8958.0,0A0624B8XPvAibaEXe9CtFSNMbfIz13+0RDE3Ypj,1995.0,1.0, Thành phố Hồ Chí Minh, KTMT0001, KTMT, CQUI,8, D520214,3.0, Thành phố Hồ Chí Minh,2013
8959.0,4EB4A219XPvAibaEXe9CtFSNMbfIz050rH+pGAqb,1995.0,0.0, TP. Hồ Chí Minh, KHMT2013, KHMT, CQUI,8, D480101,3.0, Thành phố Hồ Chí Minh,2013
8960.0,1167D435XPvAibaEXe9CtFSNMbfIz9uO8zWPyxcF,1994.0,1.0, Nam Định, MMTT2013, MMT&TT, CQUI,8, D480102,5.0, Tỉnh Nam Định,2013
8961.0,A94C53D3XPvAibaEXe9CtFSNMbfIzwaQ8b7n0Srn,1995.0,1.0, Đồng Nai, KHMT2013, KHMT, CQUI,8, D480101,3.0, Tỉnh Đồng Nai,2013
8962.0,37930AD7XPvAibaEXe9CtFSNMbfIz8i9KHQMn+p1,1995.0,1.0, Đăk Lăk, KHTN2013, KHMT, CNTN,8, D480101,3.0, Tỉnh Đắk Lắk,2013
8963.0,0A049F45XPvAibaEXe9CtFSNMbfIz9qE7i0Fu4My,1995.0,1.0, Đăk Lăk, KHMT2013, KHMT, CQUI,8, D480101,3.0, Huyện Đăk Mil,2013
8964.0,88ECBC0CXPvAibaEXe9ysTifnGoMwZfPSrNzX56n,1995.0,1.0, Bà Rịa - Vũng Tàu, KTMT0001, KTMT, CQUI,8, D520214,8.0, Thành phố Bà Rịa,2013
8965.0,A793EAA2XPvAibaEXe9ysTifnGoMwTB47/nP51+Z,1995.0,1.0, TP. Hồ Chí Minh, MMTT2013, MMT&TT, CQUI,8, D480102,3.0, Thành phố Hồ Chí Minh,2013
8966.0,FD5965BFXPvAibaEXe9ysTifnGoMwRKCXHuX1Wkm,1995.0,1.0, Đăk Lăk, MMTT0001, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Đắk Nông,2013
8967.0,AC307607XPvAibaEXe9ysTifnGoMwZzfZWEvu8Ni,1994.0,1.0, Quảng Ngãi, MMTT2013, MMT&TT, CQUI,8, D480102,5.0, Huyện Tư Nghĩa,2013
8968.0,F2696E85XPvAibaEXe9ysTifnGoMwT5kAXkjtPqR,1995.0,1.0, Đăk Lăk, MMTT0001, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Gia Lai,2013
8969.0,17ABFF8BXPvAibaEXe9ysTifnGoMwYzIolUfgf2Y,1994.0,1.0, Bình Định, ANTT2013, MMT&TT, CQUI,8, D480299,3.0, Tỉnh Bình Định,2013
8970.0,242ADB97XPvAibaEXe9ysTifnGoMwfpn00Jzt4a2,1995.0,1.0, Quảng Ngãi, KHMT0001, KHMT, CQUI,8, D480101,3.0, Tỉnh Quảng Ngãi,2013
8971.0,FE25A31FXPvAibaEXe9ysTifnGoMwXLM1KaSxzuV,1995.0,1.0, Bình Định, MMTT2013, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Bình Định,2013
8972.0,FF5BFE8AXPvAibaEXe9ysTifnGoMwSIhZIOZGH/s,1995.0,1.0, Ninh Thuận, KTMT0001, KTMT, CQUI,8, D520214,3.0, Tỉnh Ninh Thuận,2013
8973.0,C78522F6XPvAibaEXe+PhKfQb0+XJ+23aVlRLh8x,1995.0,1.0, Vĩnh Long, MMTT0001, MMT&TT, CQUI,8, D480299,3.0, Tỉnh Vĩnh Long,2013
8974.0,CF64EF5DXPvAibaEXe+PhKfQb0+XJ/i3djEe18Vw,1995.0,1.0, Đồng Tháp, TMĐT2013, HTTT, CQUI,8, D52480104,3.0, Xã Long Khánh A,2013
8975.0,1C3D8B35XPvAibaEXe+PhKfQb0+XJ8AdRGrKHKPg,1995.0,1.0, Đồng Nai, MMTT2013, MMT&TT, CQUI,8, D480102,3.0, Phường An Bình,2013
8976.0,FCF45D05XPvAibaEXe+PhKfQb0+XJ1k496G8BNe/,1993.0,1.0, Hậu Giang, KTMT2013, KTMT, CQUI,8, D520214,5.0, Tỉnh Hậu Giang,2013
8977.0,97C2C03FXPvAibaEXe+PhKfQb0+XJ2fDNXQs9az5,1995.0,1.0, TP. Hồ Chí Minh, KHMT2013, KHMT, CQUI,8, D480101,3.0, Thành phố Hồ Chí Minh,2013
8978.0,12366023XPvAibaEXe+PhKfQb0+XJ9/8933Iy6CC,1995.0,1.0, Bến Tre, MMTT0001, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Bến Tre,2013
8979.0,91851198XPvAibaEXe+PhKfQb0+XJw6szcGPmTVZ,1995.0,0.0, Thanh Hoá, MMTT2013, MMT&TT, CQUI,8, D480102,3.0, Tỉnh Thanh Hoá,2013
8980.0,8A298ECAXPvAibaEXe+PhKfQb0+XJ+kXHQSu4bQz,1995.0,0.0, Đồng Nai, KHTN2013, KHMT, CNTN,8, D480101,3.0, Tỉnh Đồng Nai,2013
8981.0,BE044B74XPvAibaEXe+PhKfQb0+XJzDcPdSEGLgk,1994.0,1.0, Bình Định, HTTT2013, HTTT, CQUI,8, D480104,5.0, Tỉnh Bình Định,2013
8982.0,0AEC516DXPvAibaEXe+PhKfQb0+XJ16iun5xSwp1,1995.0,1.0, Phú Yên, KTPM0001, CNPM, CQUI,8, D480103,3.0, Tỉnh Phú Yên,2013
8983.0,F03B1465XPvAibaEXe97hU2RTHdNnBRrvP91HIpv,1995.0,0.0, Đồng Nai, KHTN2013, KHMT, CNTN,8, D480101,3.0, Tỉnh Đồng Nai,2013
